variable_name,variable_value,variable_label
q45020,214,"Medicare - WellCare of Connecticut, Inc. (HMO)-CT"
q45020,215,Commercial - Aetna Health Inc. (Pennsylvania) - Maryland (HMO/POS)-DC
q45020,216,Commercial - Aetna Life Insurance Company (MD/DC) (PPO/EPO)-DC
q45020,217,Commercial - CareFirst BlueChoice (HMO/POS)-DC
q45020,218,"Commercial - CareFirst of Maryland, Inc. (PPO/EPO)-DC"
q45020,219,Commercial - Cigna Health and Life Insurance Company - Virginia/District of Columbia (HMO/POS/PPO)-DC
q45020,220,Commercial - Compass Rose Health Plan (PPO)-DC
q45020,221,Commercial - Connecticut General Life Insurance Company - Virginia/District of Columbia (HMO/POS/PPO)-DC
q45020,222,"Commercial - Group Hospitalization and Medical Services, Inc. (GHMSI) (PPO/EPO)-DC"
q45020,223,"Commercial - Group Hospitalization and Medical Services, Inc. (GHMSI) (HMO/POS)-DC"
q45020,224,"Commercial - Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. (HMO)-DC"
q45020,225,"Commercial - MD - Individual Practice Association, Inc. (HMO/POS)-DC"
q45020,226,"Commercial - Optimum Choice, Inc. (HMO/POS)-DC"
q45020,227,"Commercial - United Healthcare Services, Inc (District of Columbia) (PPO)-DC"
q45020,228,"Commercial - UnitedHealthcare Insurance Company (Washington, DC) (PPO)-DC"
q45020,229,"Commercial - UnitedHealthcare of the Mid-Atlantic, Inc. (HMO/POS)-DC"
q45020,230,"Medicaid - AmeriHealth Caritas District of Columbia, Inc. (HMO)-DC"
q45020,231,"Medicaid - Health Services for Children with Special Needs, Inc. (HMO)-DC"
q45020,232,"Medicaid - MedStar Family Choice, Inc. (DC) (HMO)-DC"
q45020,233,"Medicaid - Trusted Health Plan (District of Columbia), Inc. (HMO)-DC"
q45020,234,Medicare - Aetna Health Inc. (Pennsylvania) - Maryland (HMO)-DC
q45020,235,Medicare - Aetna Life Insurance Company (MD/DC) (PPO)-DC
q45020,236,"Medicare - Cigna-HealthSpring Mid-Atlantic, Inc. (HMO)-DC"
q45020,237,"Medicare - Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. (HMO)-DC"
q45020,238,"Medicare - MedStar Family Choice, Inc. (DC) (HMO)-DC"
q45020,239,"Medicare - Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV) (PPO)-DC"
q45020,240,"Medicare - UnitedHealthcare Insurance Company (DC,DE,MD,PA,VA,WV) (PPO)-DC"
q45020,241,Commercial - Aetna Health Inc. (Pennsylvania) - Delaware (HMO/POS)-DE
q45020,242,Commercial - Aetna Life Insurance Company (Delaware) (PPO/EPO)-DE
q45020,243,Commercial - Cigna Health and Life Insurance Company - Delaware (HMO/POS/PPO)-DE
q45020,244,Commercial - Compass Rose Health Plan (PPO)-DE
q45020,245,Commercial - Connecticut General Life Insurance Company - Delaware (HMO/POS/PPO)-DE
q45020,246,Commercial - Highmark BCBSD Inc. (HMO/POS/PPO)-DE
q45020,247,"Commercial - Optimum Choice, Inc. (HMO/POS)-DE"
q45020,248,"Commercial - United Healthcare Services, Inc (Delaware) (PPO)-DE"
q45020,249,Commercial - UnitedHealthcare Insurance Company (Delaware) (PPO)-DE
q45020,250,"Medicaid - Highmark BCBSD Health Options, Inc. (HMO)-DE"
q45020,251,"Medicaid - Unison Health Plan of Delaware, Inc. d/b/a UnitedHealthcare Community Plan (DE) (HMO)-DE"
q45020,252,Medicare - Aetna Health Inc. (Pennsylvania) - Delaware (HMO)-DE
q45020,253,Medicare - Aetna Life Insurance Company (Delaware) (PPO)-DE
q45020,254,"Medicare - Cigna-HealthSpring Mid-Atlantic, Inc. (HMO)-DE"
q45020,255,"Medicare - Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV) (PPO)-DE"
q45020,256,"Medicare - UnitedHealthcare Insurance Company (DC,DE,MD,PA,VA,WV) (PPO)-DE"
q45020,257,Commercial - Aetna Health Inc. (Florida) (HMO/POS)-FL
q45020,258,"Commercial - Aetna Health Inc. dba Coventry Health Plan of Florida, Inc. (CoventryOne) (HMO)-FL"
q45020,259,Commercial - Aetna Life Insurance Company (Florida) (PPO/EPO)-FL
q45020,260,"Commercial - AvMed, Inc. d/b/a AvMed Health Plans (HMO/POS)-FL"
q45020,261,"Commercial - Blue Cross And Blue Shield of Florida, Inc. (PPO)-FL"
q45020,262,"Commercial - Capital Health Plan, Inc. (HMO)-FL"
q45020,263,Commercial - Cigna Health and Life Insurance Company - Florida (PPO)-FL
q45020,264,"Commercial - Cigna HealthCare of Florida, Inc. (HMO/POS)-FL"
q45020,265,Commercial - Compass Rose Health Plan (PPO)-FL
q45020,266,Commercial - Connecticut General Life Insurance Company - Florida (PPO)-FL
q45020,267,"Commercial - Coventry Health Care of Florida, Inc. (HMO/POS)-FL"
q45020,268,"Commercial - Florida Health Care Plan, Inc. (HMO/POS)-FL"
q45020,269,"Commercial - Health First Commercial Plans, Inc. (HMO/POS)-FL"
q45020,270,Commercial - Health First Insurance Inc. (PPO)-FL
q45020,271,Commercial - Health Options Inc. (HMO)-FL
q45020,272,"Commercial - Humana Health Insurance Company of Florida, Inc. (PPO)-FL"
q45020,273,"Commercial - Humana Medical Plan, Inc. (Florida) (HMO/POS)-FL"
q45020,274,"Commercial - Neighborhood Health Partnership, Inc. (HMO/POS)-FL"
q45020,275,"Commercial - United Healthcare Services, Inc (Florida) (PPO)-FL"
q45020,276,Commercial - UnitedHealthcare Insurance Company (Florida) (PPO)-FL
q45020,277,"Commercial - UnitedHealthcare of Florida, Inc. (HMO/POS)-FL"
q45020,278,"Medicaid - AMERIGROUP Florida, Inc. (HMO)-FL"
q45020,279,"Medicaid - Better Health, Inc. (HMO)-FL"
q45020,280,Medicaid - Children's Medical Services Managed Care Plan (HMO)-FL
q45020,281,"Medicaid - Coventry Health Care of Florida, Inc. d/b/a Aetna Better Health of Florida (HMO)-FL"
q45020,282,Medicaid - Florida MHS Inc. d/b/a Magellan Complete Care (HMO)-FL
q45020,283,Medicaid - Freedom Health Inc. (HMO)-FL
q45020,284,"Medicaid - Humana Medical Plan, Inc. (Florida) (HMO)-FL"
q45020,285,"Medicaid - Molina Healthcare of Florida, Inc. (HMO)-FL"
q45020,286,Medicaid - Prestige Health Choice (HMO)-FL
q45020,287,"Medicaid - Simply Healthcare Plans, Inc. (HMO)-FL"
q45020,288,Medicaid - South Florida Community Care Network (HMO)-FL
q45020,289,"Medicaid - Sunshine Health Plan, Inc. (HMO)-FL"
q45020,290,"Medicaid - UnitedHealthcare of Florida, Inc., dba UnitedHealthcare Community Plan (Florida) (HMO)-FL"
q45020,291,"Medicaid - WellCare of Florida, Inc. (HMO)-FL"
q45020,292,Medicare - Aetna Health Inc. (Florida) (HMO)-FL
q45020,293,Medicare - Aetna Life Insurance Company (Florida) (PPO)-FL
q45020,294,"Medicare - AvMed, Inc. d/b/a AvMed Health Plans (HMO)-FL"
q45020,295,"Medicare - BeHealthy Florida, Inc. (HMO)-FL"
q45020,296,"Medicare - Blue Cross And Blue Shield of Florida, Inc. (PPO)-FL"
q45020,297,"Medicare - Capital Health Plan, Inc. (HMO)-FL"
q45020,298,Medicare - Care Improvement Plus South Central Insurance Company (HMO/POS)-FL
q45020,299,"Medicare - CarePlus Health Plans, Inc. (HMO)-FL"
q45020,300,"Medicare - Florida Health Care Plan, Inc. (HMO/POS)-FL"
q45020,301,Medicare - Freedom Health Inc. (HMO)-FL
q45020,302,"Medicare - Health First Health Plans, Inc. (HMO/POS)-FL"
q45020,303,Medicare - Health Options Inc. (HMO)-FL
q45020,304,"Medicare - HealthSun Health Plans, Inc. (HMO)-FL"
q45020,305,"Medicare - Humana Health Insurance Company of Florida, Inc. (PPO)-FL"
q45020,306,Medicare - Humana Insurance Company (PPO)-FL
q45020,307,"Medicare - Humana Medical Plan, Inc. (Florida) (HMO)-FL"
q45020,308,Medicare - Leon Medical Centers Health Plans (HMO)-FL
q45020,309,Medicare - Medica Healthcare Plans Inc. (HMO/POS)-FL
q45020,310,"Medicare - Molina Healthcare of Florida, Inc. (HMO)-FL"
q45020,311,"Medicare - Optimum HealthCare, Inc. (HMO)-FL"
q45020,312,"Medicare - Preferred Care Partners, Inc. (HMO/POS)-FL"
q45020,313,"Medicare - Sierra Health and Life Insurance Company, Inc. (FL) (PPO)-FL"
q45020,314,"Medicare - Simply Healthcare Plans, Inc. (HMO)-FL"
q45020,315,"Medicare - Ultimate Health Plans, Inc. (HMO)-FL"
q45020,316,"Medicare - UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN) (PPO)-FL"
q45020,317,Medicare - UnitedHealthCare Insurance Company (Regional FL) (PPO)-FL
q45020,318,"Medicare - WellCare of Florida, Inc. (HMO/POS)-FL"
q45020,319,Commercial - Aetna Health Inc. (Georgia) (HMO/POS)-GA
q45020,320,Commercial - Aetna Health Inc. (Georgia) dba Coventry Health Care of Georgia Inc. (HMO/POS)-GA
q45020,321,Commercial - Aetna Life Insurance Company (Georgia) (PPO/EPO)-GA
q45020,322,"Commercial - Alliant Health Plans, Inc. (PPO)-GA"
q45020,323,"Commercial - Blue Cross Blue Shield Healthcare Plan of Georgia, Inc. (HMO/POS)-GA"
q45020,324,"Commercial - Blue Cross Blue Shield of Georgia, Inc. (PPO)-GA"
q45020,325,Commercial - Cigna Health and Life Insurance Company - Georgia (PPO)-GA
q45020,326,"Commercial - Cigna HealthCare of Georgia, Inc. (HMO/POS)-GA"
q45020,327,Commercial - Compass Rose Health Plan (PPO)-GA
q45020,328,Commercial - Connecticut General Life Insurance Company - Georgia (PPO)-GA
q45020,329,Commercial - Harken Health Insurance Company GA (PPO)-GA
q45020,330,"Commercial - Humana Employers Health Plan of Georgia, Inc. (HMO/POS)-GA"
q45020,331,Commercial - Humana Insurance Company (Georgia) (PPO)-GA
q45020,332,"Commercial - Kaiser Foundation Health Plan of Georgia, Inc. (HMO)-GA"
q45020,333,"Commercial - QualCare, Inc. (Georgia) (PPO)-GA"
q45020,334,"Commercial - United Healthcare Services, Inc (Georgia) (PPO)-GA"
q45020,335,Commercial - UnitedHealthcare Insurance Company (Georgia) (PPO)-GA
q45020,336,"Commercial - UnitedHealthCare of Georgia, Inc. (HMO/POS)-GA"
q45020,337,"Medicaid - AMGP Georgia Managed Care Company, Inc. d/b/a Amerigroup Community Care (HMO)-GA"
q45020,338,Medicaid - Peach State Health Plan (HMO)-GA
q45020,339,"Medicaid - WellCare of Georgia, Inc. (HMO)-GA"
q45020,340,Medicare - Aetna Health Inc. (Georgia) (HMO)-GA
q45020,341,Medicare - Aetna Health Inc. (Georgia) dba Coventry Health Care of Georgia Inc. (HMO)-GA
q45020,342,Medicare - Aetna Life Insurance Company (Georgia) (PPO)-GA
q45020,343,Medicare - Care Improvement Plus South Central Insurance Company (HMO/POS)-GA
q45020,344,Medicare - Care Improvement Plus South Central Insurance Company (PPO)-GA
q45020,345,"Medicare - Cigna HealthCare of Georgia, Inc. (HMO)-GA"
q45020,346,Medicare - Coventry Health and Life Insurance Company (Iowa) (PPO)-GA
q45020,347,Medicare - HealthSpring Life and Health (HMO)-GA
q45020,348,"Medicare - Humana Benefit Plan of Illinois, Inc. (PPO)-GA"
q45020,349,"Medicare - Humana Employers Health Plan of Georgia, Inc. (HMO)-GA"
q45020,350,Medicare - Humana Insurance Company (PPO)-GA
q45020,351,"Medicare - Kaiser Foundation Health Plan of Georgia, Inc. (HMO)-GA"
q45020,352,Medicare - Peach State Health Plan (HMO)-GA
q45020,353,"Medicare - Sierra Health and Life Insurance Company, Inc. (GA) (PPO)-GA"
q45020,354,"Medicare - UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN) (PPO)-GA"
q45020,355,"Medicare - UnitedHealthcare of Georgia, Inc. (HMO)-GA"
q45020,356,"Medicare - WellCare of Georgia, Inc. (HMO)-GA"
q45020,357,Commercial - Aetna Life Insurance Company (Hawaii) (PPO/EPO)-HI
q45020,358,Commercial - Compass Rose Health Plan (PPO)-HI
q45020,359,Commercial - Hawaii Medical Service Association (Federal Plan 87) (HMO/POS)-HI
q45020,360,Commercial - Hawaii Medical Service Association (HMSA) (HMO/POS)-HI
q45020,361,Commercial - Hawaii Medical Service Association (HMSA) (PPO)-HI
q45020,362,"Commercial - Kaiser Foundation Health Plan, Inc. - Hawaii (HMO)-HI"
q45020,363,"Commercial - United HealthCare Services, Inc. (Hawaii) (PPO)-HI"
q45020,364,Commercial - UnitedHealthcare Insurance Company (Hawaii) (PPO)-HI
q45020,365,"Commercial - UnitedHealthcare Military & Veterans Services, LLC (POS)-HI"
q45020,366,Medicaid - AlohaCare (HMO)-HI
q45020,367,Medicaid - Hawaii Medical Service Association (HMSA) (HMO)-HI
q45020,368,"Medicaid - Kaiser Foundation Health Plan, Inc. - Hawaii (HMO)-HI"
q45020,369,Medicaid - UnitedHealthcare Insurance Company dba UnitedHealthcare Community Plan (HI QUEST Integration) (HMO)-HI
q45020,370,"Medicaid - WellCare Health Insurance of Arizona, Inc. dba Ohana Health Plan (HMO)-HI"
q45020,371,"Medicare - CHA HMO, Inc (Hawaii/Iowa) (HMO)-HI"
q45020,372,Medicare - Hawaii Medical Service Association (HMSA) (PPO)-HI
q45020,373,"Medicare - Kaiser Foundation Health Plan, Inc. - Hawaii (HMO)-HI"
q45020,374,"Medicare - Sierra Health and Life Insurance Company, Inc. (HI) (PPO)-HI"
q45020,375,Medicare - UnitedHealthCare Insurance Company (Hawaii Regional) (PPO)-HI
q45020,376,Medicare - UnitedHealthcare Insurance Company (HI) (PPO)-HI
q45020,377,"Medicare - WellCare Health Insurance of Arizona, Inc. dba Ohana Health Plan (POS)-HI"
q45020,378,Commercial - Aetna Health of Iowa Inc. (HMO/POS)-IA
q45020,379,Commercial - Aetna Health of Iowa Inc. dba Coventry Health Care of Iowa (HMO/POS)-IA
q45020,380,Commercial - Aetna Life Insurance Company (Iowa) (PPO/EPO)-IA
q45020,381,"Commercial - Avera Health Plans, Inc. (HMO)-IA"
q45020,382,Commercial - Cigna Health and Life Insurance Company - Iowa (PPO)-IA
q45020,383,Commercial - Compass Rose Health Plan (PPO)-IA
q45020,384,Commercial - Connecticut General Life Insurance Company - Iowa (PPO)-IA
q45020,385,"Commercial - Gundersen Health Plan, Inc. (HMO)-IA"
q45020,386,"Commercial - Health Alliance Midwest, Inc. (HMO/POS)-IA"
q45020,387,Commercial - HealthPartners Administrators Inc. (HMO/POS/PPO)-IA
q45020,388,Commercial - Medica Insurance Company-Iowa (PPO)-IA
q45020,389,"Commercial - Medical Associates Health Plan, Inc. (HMO/POS)-IA"
q45020,390,Commercial - Sanford Health Plan (HMO)-IA
q45020,391,"Commercial - United Healthcare Services, Inc (Iowa) (PPO)-IA"
q45020,392,Commercial - UnitedHealthcare Insurance Company (Iowa) (PPO)-IA
q45020,393,"Commercial - UnitedHealthcare Military & Veterans Services, LLC (POS)-IA"
q45020,394,"Commercial - UnitedHealthcare Plan of the River Valley, Inc. (HMO/POS)-IA"
q45020,395,"Commercial - UnitedHealthcare Services Company of the River Valley, Inc. (HMO/POS)-IA"
q45020,396,"Commercial - Wellmark Health Plan of Iowa, Inc. (HMO/POS)-IA"
q45020,397,"Commercial - Wellmark Synergy Health, Inc. (HMO)-IA"
q45020,398,"Commercial - Wellmark Value Health Plan, Inc. (HMO)-IA"
q45020,399,"Commercial - Wellmark, Inc. d/b/a Wellmark Blue Cross and Blue Shield of Iowa (PPO)-IA"
q45020,400,Medicaid - Amerigroup Iowa Inc. (HMO)-IA
q45020,401,"Medicaid - AmeriHealth Caritas Iowa, Inc. (HMO)-IA"
q45020,402,"Medicaid - UnitedHealthcare Plan of the River Valley, Inc. dba UnitedHealthcare Community Plan of Iowa (UHCCP of Iowa) (HMO)-IA"
q45020,403,Medicare - Aetna Health Inc. (Florida) - Iowa (HMO)-IA
q45020,404,Medicare - Aetna Life Insurance Company (Iowa) (PPO)-IA
q45020,405,"Medicare - CHA HMO, Inc (Hawaii/Iowa) (HMO)-IA"
q45020,406,Medicare - Coventry Health and Life Insurance Company (Iowa) (PPO)-IA
q45020,407,"Medicare - Gundersen Health Plan, Inc. (HMO)-IA"
q45020,408,"Medicare - Health Alliance Midwest, Inc. (PPO)-IA"
q45020,409,"Medicare - Health Alliance Midwest, Inc. (HMO)-IA"
q45020,410,"Medicare - Medical Associates Health Plan, Inc. (HMO)-IA"
q45020,411,"Medicare - Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE) (PPO)-IA"
q45020,412,"Medicare - UnitedHealthcare Insurance Company (IA,KS,MO,NE) (PPO)-IA"
q45020,413,Medicare - UnitedHealthcare of the Midlands (HMO)-IA
q45020,414,"Medicare - UnitedHealthcare of Wisconsin, Inc (HMO/POS)-IA"
q45020,415,"Commercial - Aetna Health of Utah, Inc. (HMO/POS)-ID"
q45020,416,Commercial - Aetna Life Insurance Company (Idaho) (PPO/EPO)-ID
q45020,417,"Commercial - Blue Cross of Idaho Health Services, Inc. (PPO)-ID"
q45020,418,Commercial - Compass Rose Health Plan (PPO)-ID
q45020,419,Commercial - PacificSource Health Plans - Idaho (PPO)-ID
q45020,420,Commercial - Regence BlueShield of Idaho (PPO)-ID
q45020,421,Commercial - SelectHealth Inc. (ID) (POS)-ID
q45020,422,"Commercial - United Healthcare Services, Inc (Idaho) (PPO)-ID"
q45020,423,Commercial - UnitedHealthcare Insurance Company (Idaho) (PPO)-ID
q45020,424,"Commercial - UnitedHealthcare Military & Veterans Services, LLC (POS)-ID"
q45020,425,"Medicare - Blue Cross of Idaho Health Services, Inc. (PPO)-ID"
q45020,426,"Medicare - Blue Cross of Idaho Health Services, Inc. (HMO)-ID"
q45020,427,Medicare - PacificSource Community Health Plans Inc. (HMO/POS)-ID
q45020,428,Medicare - PacificSource Community Health Plans Inc. (PPO)-ID
q45020,429,Medicare - Regence BlueShield of Idaho (PPO)-ID
q45020,430,Medicare - Regence BlueShield of Idaho (HMO)-ID
q45020,431,Medicare - SelectHealth Inc. (POS)-ID
q45020,432,"Medicare - Sierra Health and Life Insurance Company, Inc. (ID,OR,WA) (PPO)-ID"
q45020,433,"Medicare - UnitedHealthcare Insurance Company(ID,OR) (PPO)-ID"
q45020,434,Commercial - Aetna Health Inc. (Pennsylvania) - Illinois (HMO/POS)-IL
q45020,435,Commercial - Aetna Health Inc. (Pennsylvania) - Missouri (HMO/POS)-IL
q45020,436,Commercial - Aetna Life Insurance Company (Illinois) (PPO/EPO)-IL
q45020,437,"Commercial - Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation (PPO)-IL"
q45020,438,"Commercial - Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation (HMO)-IL"
q45020,439,"Commercial - Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation (FEP) (PPO)-IL"
q45020,440,Commercial - Cigna Health and Life Insurance Company - Illinois (PPO)-IL
q45020,441,"Commercial - Cigna HealthCare of Illinois, Inc. (HMO/POS)-IL"
q45020,442,"Commercial - Cigna HealthCare of St. Louis, Inc. (HMO/POS)-IL"
q45020,443,Commercial - Compass Rose Health Plan (PPO)-IL
q45020,444,Commercial - Connecticut General Life Insurance Company - Illinois (PPO)-IL
q45020,445,Commercial - Coventry Health and Life Insurance Company (Illinois) (PPO)-IL
q45020,446,"Commercial - Coventry Health Care of Illinois, Inc. (HMO/POS)-IL"
q45020,447,"Commercial - Coventry Health Care of Illinois, Inc. (PPO)-IL"
q45020,448,Commercial - Harken Health Insurance Company IL (PPO)-IL
q45020,449,Commercial - Health Alliance Medical Plans (HMO/POS)-IL
q45020,450,"Commercial - Humana Health Plan, Inc. (Illinois) (HMO/POS)-IL"
q45020,451,Commercial - Humana Insurance Company (Illinois) (PPO)-IL
q45020,452,"Commercial - Medical Associates Health Plan, Inc. (HMO/POS)-IL"
q45020,453,Commercial - Union Health Service (HMO)-IL
q45020,454,"Commercial - United Healthcare Services, Inc (Illinois) (PPO)-IL"
q45020,455,Commercial - UnitedHealthcare Insurance Company (Illinois) (PPO)-IL
q45020,456,Commercial - UnitedHealthcare Insurance Company of Illinois (PPO)-IL
q45020,457,"Commercial - UnitedHealthcare Plan of the River Valley, Inc. (HMO/POS)-IL"
q45020,458,"Commercial - UnitedHealthcare Services Company of the River Valley, Inc. (HMO/POS)-IL"
q45020,459,Medicaid - Aetna Better Health of Illinois (HMO)-IL
q45020,460,"Medicaid - Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation (HMO)-IL"
q45020,461,Medicaid - Community Care Alliance of Illinois (HMO)-IL
q45020,462,Medicaid - Cook County Health & Hospitals System's CountyCare Health Plan (HMO)-IL
q45020,463,Medicaid - Family Health Network (HMO)-IL
q45020,464,"Medicaid - Harmony Health Plan of Illinois, Inc. (HMO)-IL"
q45020,465,Medicaid - Health Alliance Connect (HMO)-IL
q45020,466,Medicaid - HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois (HMO)-IL
q45020,467,"Medicaid - Humana Health Plan, Inc. (Illinois) (HMO)-IL"
q45020,468,Medicaid - IlliniCare Health (HMO)-IL
q45020,469,"Medicaid - Meridian Health Plan of Illinois, Inc. (HMO)-IL"
q45020,470,"Medicaid - Molina Healthcare of Illinois, Inc. (HMO)-IL"
q45020,471,Medicaid - NextLevel Health (HMO)-IL
q45020,472,Medicare - Aetna Better Health of Illinois (HMO)-IL
q45020,473,Medicare - Aetna Health Inc. (Pennsylvania) - Illinois (HMO)-IL
q45020,474,Medicare - Aetna Life Insurance Company (Illinois) (PPO)-IL
q45020,475,"Medicare - Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation (HMO)-IL"
q45020,476,Medicare - Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (PPO)-IL
q45020,477,Medicare - Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (HMO)-IL
q45020,478,Medicare - Community Care Alliance of Illinois (HMO)-IL
q45020,479,Medicare - Coventry Health and Life Insurance Company (Iowa) (PPO)-IL
q45020,480,"Medicare - Coventry Health Care of Illinois, Inc. (PPO)-IL"
q45020,481,"Medicare - Coventry Health Care of Missouri, Inc. (HMO/POS)-IL"
q45020,482,"Medicare - Essence Healthcare, Inc. (HMO)-IL"
q45020,483,"Medicare - Harmony Health Plan of Illinois, Inc. (HMO/POS)-IL"
q45020,484,Medicare - Health Alliance Connect (HMO)-IL
q45020,485,Medicare - HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois (HMO)-IL
q45020,486,"Medicare - Humana Benefit Plan of Illinois, Inc. (HMO)-IL"
q45020,487,"Medicare - Humana Benefit Plan of Illinois, Inc. (PPO)-IL"
q45020,488,"Medicare - Humana Health Plan, Inc. (Illinois) (HMO)-IL"
q45020,489,Medicare - Humana Insurance Company (PPO)-IL
q45020,490,"Medicare - Humana Insurance Company (KS, MO) (PPO)-IL"
q45020,491,Medicare - IlliniCare Health (HMO)-IL
q45020,492,"Medicare - Medical Associates Health Plan, Inc. (HMO)-IL"
q45020,493,"Medicare - Meridian Health Plan of Illinois, Inc. (HMO)-IL"
q45020,494,"Medicare - Molina Healthcare of Illinois, Inc. (HMO)-IL"
q45020,495,"Medicare - Sierra Health and Life Insurance Company, Inc. (IL) (PPO)-IL"
q45020,496,"Medicare - UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI) (PPO)-IL"
q45020,497,"Medicare - UnitedHealthcare of Wisconsin, Inc (HMO/POS)-IL"
q45020,498,Commercial - Aetna Health Inc. (Pennsylvania) - Illinois (HMO/POS)-IN
q45020,499,Commercial - Aetna Health Inc. (Pennsylvania) - Ohio (HMO/POS)-IN
q45020,500,Commercial - Aetna Life Insurance Company (Indiana) (PPO/EPO)-IN
q45020,501,"Commercial - Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana (PPO/EPO)-IN"
q45020,502,"Commercial - Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana (HMO)-IN"
q45020,503,Commercial - Cigna Health and Life Insurance Company - Indiana (PPO)-IN
q45020,504,"Commercial - Cigna HealthCare of Indiana, Inc (HMO/POS)-IN"
q45020,505,Commercial - Compass Rose Health Plan (PPO)-IN
q45020,506,Commercial - Connecticut General Life Insurance Company - Indiana (PPO)-IN
q45020,507,"Commercial - Indiana University Health Plans, Inc. (HMO)-IN"
q45020,508,"Commercial - United Healthcare Services, Inc (Indiana) (PPO)-IN"
q45020,509,Commercial - UnitedHealthcare Insurance Company (Indiana) (PPO)-IN
q45020,510,"Medicaid - Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana (HMO)-IN"
q45020,511,"Medicaid - CareSource Indiana, Inc. (HMO)-IN"
q45020,512,"Medicaid - Coordinated Care Corporation Indiana, Inc. (d/b/a Managed Health Services) (HMO)-IN"
q45020,513,"Medicaid - MDwise, Inc. (HMO)-IN"
q45020,514,Medicare - Aetna Life Insurance Company (Indiana) (PPO)-IN
q45020,515,"Medicare - Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana (Regional) (PPO)-IN"
q45020,516,Medicare - Care Improvement Plus South Central Insurance Company (HMO/POS)-IN
q45020,517,"Medicare - Cigna HealthCare of Indiana, Inc (HMO)-IN"
q45020,518,"Medicare - Humana Benefit Plan of Illinois, Inc. (PPO)-IN"
q45020,519,Medicare - Humana Insurance Company (PPO)-IN
q45020,520,Medicare - Humana Insurance Company (Indiana) (PPO)-IN
q45020,521,"Medicare - Indiana University Health Plans, Inc. (HMO/POS)-IN"
q45020,522,"Medicare - Sierra Health and Life Insurance Company, Inc. (IN,MI,OH) (PPO)-IN"
q45020,523,"Medicare - UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI) (PPO)-IN"
q45020,524,"Medicare - UnitedHealthcare of the Midlands, Inc. - IL/IN (HMO)-IN"
q45020,525,Commercial - Aetna Health Inc. (Pennsylvania) - Missouri (HMO/POS)-KS
q45020,526,Commercial - Aetna Life Insurance Company (Kansas) (PPO/EPO)-KS
q45020,527,Commercial - Blue Cross and Blue Shield of Kansas City (PPO)-KS
q45020,528,"Commercial - Blue Cross and Blue Shield of Kansas City, Good Health HMO, Inc. (HMO)-KS"
q45020,529,Commercial - Cigna Health and Life Insurance Company - Kansas (PPO)-KS
q45020,530,"Commercial - Cigna HealthCare of St. Louis, Inc. (HMO/POS)-KS"
q45020,531,Commercial - Compass Rose Health Plan (PPO)-KS
q45020,532,Commercial - Connecticut General Life Insurance Company - Kansas (PPO)-KS
q45020,533,Commercial - Coventry Health and Life Insurance Company (Kansas) (PPO)-KS
q45020,534,"Commercial - Coventry Health Care of Kansas, Inc. (HMO/POS)-KS"
q45020,535,"Commercial - Humana Health Plan, Inc. (Kansas City) (HMO/POS)-KS"
q45020,536,"Commercial - Humana Insurance Company (KS, MO) (PPO)-KS"
q45020,537,Commercial - Medica Insurance Company (Kansas) (PPO)-KS
q45020,538,"Commercial - United Healthcare Services, Inc (Kansas) (PPO)-KS"
q45020,539,Commercial - UnitedHealthcare Insurance Company (Kansas) (PPO)-KS
q45020,540,"Commercial - UnitedHealthcare Military & Veterans Services, LLC (POS)-KS"
q45020,541,"Commercial - UnitedHealthcare of the Midwest, Inc. (HMO/POS)-KS"
q45020,542,"Medicaid - Amerigroup Kansas, Inc. (HMO)-KS"
q45020,543,Medicaid - Sunflower State Health Plan (HMO)-KS
q45020,544,"Medicaid - UnitedHealthcare of the Midwest, Inc. dba UnitedHealthcare Community Plan (KS) (HMO)-KS"
q45020,545,Medicare - Aetna Health Inc. (Pennsylvania) - Missouri (HMO)-KS
q45020,546,Medicare - Aetna Life Insurance Company (Kansas) (PPO)-KS
